UnicodeRanges
	0020	024F
	2000	206F
	3000	303F
	3400	4DB5
	4E00	9FCB
	FF00	FFEF

FontOverride	Exo-Regular.otf	MFShangHei_Noncommercial_Light_CDE.otf
FontOverride	SourceCodePro-Regular.otf	MFShangHei_Noncommercial_Light_CDE.otf
FontOverride	Titillium-Regular.otf	MFShangHei_Noncommercial_Light_CDE.otf
FontOverride	Akashi.ttf	MFShangHei_Noncommercial_Light_CDE.otf
FontOverride	Nobile-Regular.ttf	MFShangHei_Noncommercial_Light_CDE.otf

GameTitle	Children of a Dead Earth
DesignMessage ThermalRocketThermalExpansionStress Text	Engine (yield strength %s) will crack from thermal expansion stress (%s).
DesignMessage ThermalRocketThermalExpansionStress ExtraInfo	Decrease the chamber wall thickness, reduce the temperature of the engine, use a chamber material with a higher Yield Strength, lower Young's Modulus, or lower Thermal Expansion coefficient, or reduce the percent of the chamber which uses regenerative cooling.
DesignMessage NuclearReactorElementsWontFit Text	Reactor elements will not fit into the reactor dimensions.
DesignMessage NuclearReactorElementsWontFit ExtraInfo	Make the reactor larger, or have less fuel, moderator, or control rod mass in the reactor.
DesignMessage NuclearReactorCriticalityDoesntSpan Text	Criticality Constant does not span Subcritical to Supercritical range.
DesignMessage NuclearReactorCriticalityDoesntSpan ExtraInfo	The upwards criticality constant needs to be increased to supercriticality, and the lower range should be in the subcritical range. To get a larger lower range, add more neutron poisons in the form of control rods. To get a greater upwards criticality range, things that could help include increasing the fuel mass, fuel enrichment, moderator mass, the choice of moderator and coolant, and the dimensions of the reactor core itself.
DesignMessage NuclearReactorCoolantFreeze Text	Coolant will freeze.
DesignMessage NuclearReactorCoolantFreeze ExtraInfo	Increase the inlet coolant temperature into the reactor so the coolant does not freeze, or use a coolant with a lower melting point.
DesignMessage NuclearReactorModeratorMelt Text	Moderator exceeds safety temperature margins.
DesignMessage NuclearReactorModeratorMelt ExtraInfo	Use a material with a higher melting point, or reduce the overall temperature generated by the nuclear reactor, done primarily by reducing the neutron flux. It can also be reduced by lowering the fuel mass, or the fuel enrichment.
DesignMessage NuclearReactorFuelRodsMelt Text	Fuel rods exceeds safety temperature margins.
DesignMessage NuclearReactorFuelRodsMelt ExtraInfo	Use a material with a higher melting point, or reduce the overall temperature generated by the nuclear reactor, done primarily by reducing the neutron flux. It can also be reduced by lowering the fuel mass, or the fuel enrichment.
DesignMessage NuclearReactorControlRodsMelt Text	Control rods exceeds safety temperature margins.
DesignMessage NuclearReactorControlRodsMelt ExtraInfo	Use a material with a higher melting point, or reduce the overall temperature generated by the nuclear reactor, done primarily by reducing the neutron flux. It can also be reduced by lowering the fuel mass, or the fuel enrichment.
DesignMessage NuclearReactorReflectorMelt Text	Neutron Reflector exceeds safety temperature margins.
DesignMessage NuclearReactorReflectorMelt ExtraInfo	Use a material with a higher melting point, or reduce the overall temperature generated by the nuclear reactor, done primarily by reducing the neutron flux. It can also be reduced by lowering the fuel mass, or the fuel enrichment.
DesignMessage NuclearReactorTooShortLifetime Text	Reactor has too short of an operational lifetime. It will burn through enough fuel to lose criticality before its operational lifetime is up.
DesignMessage NuclearReactorTooShortLifetime ExtraInfo	Reduce the neutron flux, or increase the fuel mass, fuel enrichment, or use a more energy dense fuel.
DesignMessage PowerModuleTooMuchHeat Text	Generates more heat than it can dissipate.
DesignMessage PowerModuleTooMuchHeat ExtraInfo	Reduce the amount of power and heat generated, increase the coolant flow rate, or increase the coolant heat transfer coefficient.
DesignMessage ThermocouplePTypeMelt Text	Temperature exceeds PType Material safe temperature.
DesignMessage ThermocouplePTypeMelt ExtraInfo	Use a P Type material with a higher melting point, or reduce the maximum temperature through the thermocouple.
DesignMessage ThermocoupleNTypeMelt Text	Temperature exceeds NType Material safe temperature.
DesignMessage ThermocoupleNTypeMelt ExtraInfo	Use an N Type material with a higher melting point, or reduce the maximum temperature through the thermocouple.
DesignMessage ThermocoupleNegativeTemperatureDelta Text	Thermcouple hot temperature is less than its cold temperature.
DesignMessage ThermocoupleNegativeTemperatureDelta ExtraInfo	Make the inlet into the thermocouple hotter than the outlet from the thermocouple.
DesignMessage ThermocouplePTypeThermalExpansionStress Text	P Type Material will crack from thermal expansion stress (%s) vs yield strength (%s).
DesignMessage ThermocouplePTypeThermalExpansionStress ExtraInfo	Use a P Type Material with a greater Yield Strength, a lower Young's Modulus, or a lower Thermal Expansion coefficient, or reduce the temperature delta across the thermocouple.
DesignMessage ThermocoupleNTypeThermalExpansionStress Text	N Type Material will crack from thermal expansion stress (%s) vs yield strength (%s).
DesignMessage ThermocoupleNTypeThermalExpansionStress ExtraInfo	Use an N Type Material with a greater Yield Strength, a lower Young's Modulus, or a lower Thermal Expansion coefficient, or reduce the temperature delta across the thermocouple.
DesignMessage ResistojetCoilMelt Text	Coil (melting point %s) exceeds safety temperature margins.
DesignMessage ResistojetCoilMelt ExtraInfo	Use a coil material with a higher melting point, or reduce the temperature in the chamber. This can be done by applying less power, or by reducing the mass flow rate of the injector.
DesignMessage ResistojetRadiusTooSmall Text	Coil Outer Radius is smaller than coil inner diameter.
DesignMessage ResistojetRadiusTooSmall ExtraInfo	Reduce the coil radius, or use a larger chamber.
DesignMessage ResistojetPropellantNotVaporized Text	Resistojet needs to fully vaporize propellant to utilize expansion nozzle.
DesignMessage ResistojetPropellantNotVaporized ExtraInfo	Increase the power, or reduce the mass flow by reducing the injector size or rotation speed.
DesignMessage TurboelectricFissionReactorColdDrop Text	Temperature ends at a colder state than inlet.
DesignMessage TurboelectricFissionReactorColdDrop ExtraInfo	Do not extract as much temperature energy from the coolant in the turbine.
DesignMessage TurboelectricFissionReactorPressureDrop Text	Pressure ends at a lower state than inlet.
DesignMessage TurboelectricFissionReactorPressureDrop ExtraInfo	Do not extract as much pressure energy from the coolant in the turbine.
DesignMessage TurboelectricFissionReactorEntrySonicPoint Text	Turbine Entry has a sonic point.
DesignMessage TurboelectricFissionReactorEntrySonicPoint ExtraInfo	Reduce the areal change going into the turbine.
DesignMessage TurboelectricFissionReactorExitSonicPoint Text	Turbine Exit has a sonic point.
DesignMessage TurboelectricFissionReactorExitSonicPoint ExtraInfo	Reduce the areal change exiting the turbine.
DesignMessage TurboelectricFissionReactorCondensation Text	Coolant must stay in gas phase during entire Brayton cycle.
DesignMessage TurboelectricFissionReactorCondensation ExtraInfo	Use a coolant with a lower boiling point, or increase the inlet temperature of the coolant.
DesignMessage TurboelectricFissionReactorFlowPointInvalid Text	Flow Point "%s" is invalid.
DesignMessage TurboelectricFissionReactorFlowPointInvalid ExtraInfo	The temperature, pressure, mass flow rate, or area of the coolant at the flow point is in an impossible state.
DesignMessage TurbomachineBladesMelting Text	Turbomachine blades exceeds safety temperature margins.
DesignMessage TurbomachineBladesMelting ExtraInfo	Use a turbomachine material with a higher melting point, or reduce the fluid temperature passing through the turbomachine.
DesignMessage TurbomachineBladeStress Text	Turbomachine blade stress (%s) exceeds blade yield strength (%s).
DesignMessage TurbomachineBladeStress ExtraInfo	Use a turbomachine material with a greater Yield Strength, or reduce the rotational speed of the turbomachine.
DesignMessage TurbomachineHubStress Text	Turbomachine hub stress (%s) exceeds blade yield strength (%s).
DesignMessage TurbomachineHubStress ExtraInfo	Use a turbomachine material with a greater Yield Strength, or reduce the stress on it by reducing the turbomachine speed.
DesignMessage TurbomachineThermalExpansionStress Text	Turbomachine hermal expansion stress (%s) exceeds blade yield strength (%s).
DesignMessage TurbomachineThermalExpansionStress ExtraInfo	Use a turbomachine material with a greater Yield Strength, lower Thermal Expansion coefficient, or lower Young's Modulus. Alternatively, reduce the temperature delta in the fluid.
DesignMessage TurbomachineFlowFreeze Text	Turbomachine flow will freeze.
DesignMessage TurbomachineFlowFreeze ExtraInfo	Increase the temperature of the fluid, or use a fluid with a lower melting point.
DesignMessage MPDThrusterOnsetPhenomenon Text	Thruster will suffer from onset phenomenon and suffer overwhelming erosion.
DesignMessage MPDThrusterOnsetPhenomenon ExtraInfo	Reduce the thruster current, increase the mass flow rate from the injector, or use a propellant with a greater atomic mass.
DesignMessage MPDThrusterAnodeStress Text	Anode (yield strength %s) will shatter from internal stress (%s).
DesignMessage MPDThrusterAnodeStress ExtraInfo	Use an anode with a greater Yield Strength, or reduce the stress on it, by using a longer or wider thruster, or by having lower thrust.
DesignMessage MPDThrusterCathodeStress Text	Cathode (yield strength %s) will shatter from external stress (%s).
DesignMessage MPDThrusterCathodeStress ExtraInfo	Use a cathode with a greater Yield Strength, or reduce the stress on it, by using a larger Cathode Radius, a longer thruster, or by having a lower thrust.
DesignMessage MPDThrusterInsulatorStress Text	Insulator (yield strength %s) will shatter from propulsive stress (%s).
DesignMessage MPDThrusterInsulatorStress ExtraInfo	Use an insulator with a greater Yield Strength, or reduce the stress on it, by having a larger area between the cathode and the anode, or by having a lower thrust.
DesignMessage MPDThrusterInsulatorConductivity Text	Insulator is a better conductor than the thruster!
DesignMessage MPDThrusterInsulatorConductivity ExtraInfo	Use an insulator with a greater resistivity than the vacuum gap, and use a thinner insulator than the vacuum gap.
DesignMessage MPDThrusterLongEnough Text	Thruster is too short for the propellant to dissociate, ionize, and accelerate to full exit velocity.
DesignMessage MPDThrusterLongEnough ExtraInfo	Increase the length of the thruster, increase the area of the thruster, or reduce the flow rate of propellant into the thruster.
DesignMessage EngineModuleSlowGimbal Text	Rocket gimbals very slowly.
DesignMessage EngineModuleSlowGimbal ExtraInfo	Increase the inner radius of the gimbals, or increase the speed of the momentum wheels within them.
DesignMessage BlackBoxWeaponCantDoBothWeaponTypes Text	Weapon must fire either a laser and a projectile.
DesignMessage BlackBoxWeaponCantDoBothWeaponTypes ExtraInfo	The weapon should only fire a laser, or only a projectile, not both, and not neither.
