UnicodeRanges
	0020	024F
	2000	206F





GameTitle	Children of a Dead Earth
DesignMessage MPDThrusterInsulatorStress Text	Insulator (yield strength %s) will shatter from propulsive stress (%s).
DesignMessage MPDThrusterInsulatorStress ExtraInfo	Use an insulator with a greater Yield Strength, or reduce the stress on it, by having a larger area between the cathode and the anode, or by having a lower thrust.
DesignMessage MPDThrusterInsulatorConductivity Text	Insulator is a better conductor than the thruster!
DesignMessage MPDThrusterInsulatorConductivity ExtraInfo	Use an insulator with a greater resistivity than the vacuum gap, and use a thinner insulator than the vacuum gap.
DesignMessage MPDThrusterLongEnough Text	Thruster is too short for the propellant to dissociate, ionize, and accelerate to full exit velocity.
DesignMessage MPDThrusterLongEnough ExtraInfo	Increase the length of the thruster, increase the area of the thruster, or reduce the flow rate of propellant into the thruster.
DesignMessage EngineModuleSlowGimbal Text	Rocket gimbals very slowly.
DesignMessage EngineModuleSlowGimbal ExtraInfo	Increase the inner radius of the gimbals, or increase the speed of the momentum wheels within them.
DesignMessage BlackBoxWeaponCantDoBothWeaponTypes Text	Weapon must fire either a laser and a projectile.
DesignMessage BlackBoxWeaponCantDoBothWeaponTypes ExtraInfo	The weapon should only fire a laser, or only a projectile, not both, and not neither.
DesignMessage ShipDesignNoCommand Text	This spacecraft has no command module, but it has modules that require controlling.
DesignMessage ShipDesignNoCommand ExtraInfo	Add a remote control (to make a missile or drone), or add a crew module (to make a capital ship). Or, remove the modules that require controlling (to make a shot).
DesignMessage ShipDesignHasPayloadAndCrew Text	This craft has both payloads and a crew. Payloads are one time use modules meant for uncrewed crafts such as missiles and shots.
DesignMessage ShipDesignHasPayloadAndCrew ExtraInfo	If you want to have the craft launch a payload, like a nuke, an explosive, or flares, instead add a launcher which launches those things, such as a carrier module or a cannon which shoots such things.
DesignMessage ShipDesignPartialArmor Text	Craft has only partial armor, which is weaker and will separate more easily than full armor.
DesignMessage ShipDesignPartialArmor ExtraInfo	Armor which does not contain the entirity of the spacecraft will be weaker since the compartment trusses are the main support. This means the craft will split in half much more easily. To solve, fully conceal the craft in armor, or accept this weakness.
DesignMessage ShipDesignCantRoll Text	Ship can turn but cannot roll.
DesignMessage ShipDesignCantRoll ExtraInfo	A ship which can't roll is unable spin about it's long axis. This is generally not a problem if the craft is fully armored. However, if only one side is armored, a craft needs to be able to roll to spin it's armored side to meet the enemy.
DesignMessage ShipDesignRadiatorUnworkableInterreflection Text	Radiator %s suffers interreflection with another radiator.
DesignMessage ShipDesignRadiatorUnworkableInterreflection ExtraInfo	Move these radiators apart, either along the length of the ship, or along the rotation of the ship.
DesignMessage ShipDesignModuleIntersection Text	Module %s is intersecting with another module.
DesignMessage ShipDesignModuleIntersection ExtraInfo	Move this module, or the module that it intersects, until they no longer intersect one another.
DesignMessage ShipDesignModuleSelfIntersection Text	%s modules are self intersecting.
DesignMessage ShipDesignModuleSelfIntersection ExtraInfo	Reduce the module count, or move these modules to a part of your spacecraft with a greater radius.
DesignMessage ShipDesignModulesAreUncooled Text	%s modules are uncooled, and will be unusable.
DesignMessage ShipDesignModulesAreUncooled ExtraInfo	Attach radiators to these modules to cool them.
DesignMessage ShipDesignModulesAreImproperlyCooled Text	Radiators cooling %s modules remove only %s of heat out of %s. Poorly cooled modules may either not function, or function at reduced efficiency.
DesignMessage ShipDesignModulesAreImproperlyCooled ExtraInfo	Attach more radiators to these modules to fully cool them.
DesignMessage ShipDesignNoAmmo Text	%s does not have ammo supplied to it.
DesignMessage ShipDesignNoAmmo ExtraInfo	Remove this weapon, or add an ammo module which supplies this weapon, otherwise it's dead mass.
DesignMessage ShipDesignAmmoIrrelevant Text	There is no weapon which uses the ammo of %s.
DesignMessage ShipDesignAmmoIrrelevant ExtraInfo	Remove this module, or add a weapon which uses this ammo module, otherwise it's dead mass.
DesignMessage ShipDesignModulesHaveErrors Text	Modules in use have Errors!
DesignMessage ShipDesignModulesHaveErrors ExtraInfo	Remove the modules that have errors, or fixes up these modules' errors.
DesignMessage ShipDesignModuleIsUnpowered Text	%s is not supplied enough power.
DesignMessage ShipDesignModuleIsUnpowered ExtraInfo	Remove the modules that have this issue, or add more powerplants.
DesignMessage ShipDesignRadiatorIsNotInUse Text	%s is not in use.
DesignMessage ShipDesignRadiatorIsNotInUse ExtraInfo	Remove this radiator, or have it cool a module, otherwise it is dead mass.
DesignMessage ShipDesignWeaponNeedsToFeedAnotherWeapon Text	%s needs to feed into a mount.
DesignMessage ShipDesignWeaponNeedsToFeedAnotherWeapon ExtraInfo	Remove this weapon, or add mounts to fire it with, otherwise it is dead mass.
DesignMessage ShipDesignWeaponHasNarrowFiringArc Text	%s has a narrow firing arc because the ship's armor blocks it.
DesignMessage ShipDesignWeaponHasNarrowFiringArc ExtraInfo	Place this weapon on a more outwards part of the ship, or accept the reduced firing arc.
DesignMessage ShipDesignPropellantTankNotInUse Text	%s is not supplying reaction mass to any engine, or to any refueler.
DesignMessage ShipDesignPropellantTankNotInUse ExtraInfo	Remove this propellant tank, or add an engine or refueler which uses it.
DesignMessage ShipDesignNoReactionMassForEngine Text	%s does not have all the correct reaction mass types supplied to it.
DesignMessage ShipDesignNoReactionMassForEngine ExtraInfo	Remove this engine, or add propellant tanks to supply it fully with reaction mass.
DesignMessage ShipDesignNoReactionMassForRefueler Text	%s does not any propellant tanks to pump from.
DesignMessage ShipDesignNoReactionMassForRefueler ExtraInfo	Remove this refueler, or add propellant tanks to supply it fully with reaction mass.
DesignMessage ShipDesignCanThrustButNotTurn Text	Spacecraft can thrust, but can't turn through full range of motion.
DesignMessage ShipDesignCanThrustButNotTurn ExtraInfo	Give the craft gimballed thrusters, or vernier thrusters, which can torque on either side of the spacecraft's center of mass. Or, remove all thrusters altogether.
DesignMessage ShipDesignCrewModuleRadSafe Text	%s is not radiation safe!
DesignMessage ShipDesignCrewModuleRadSafe ExtraInfo	Move the crew module away from radiation sources, like nuclear reactors or nuclear engines. Alternatively, add radiation shielding between the sources and this module.
DesignMessage ShipDesignNotEnoughCrew Text	Not enough crew. %s Supplied, %s Required.
DesignMessage ShipDesignNotEnoughCrew ExtraInfo	Add more crew modules, or reduce the number of other modules to cut back on crew needed.

TimeName Second	Second
TimeName Minute	Minute
TimeName Hour	Hour
TimeName Day	Day
TimeName Month	Month
TimeName Year	Year
TimeNamePlural Second	Seconds
TimeNamePlural Minute	Minutes
TimeNamePlural Hour	Hours
TimeNamePlural Day	Days
TimeNamePlural Month	Months
TimeNamePlural Year	Years
TimeAbbreviation Second	s
TimeAbbreviation Minute	m
TimeAbbreviation Hour	h
TimeAbbreviation Day	D
TimeAbbreviation Month	M
TimeAbbreviation Year	Y
MaterialCategory Metal	Metal
MaterialCategory Nonmetal	Nonmetal
MaterialCategory Fluid	Fluid
MaterialCategory Alloy	Alloy
MaterialCategory Ceramic	Ceramic
MaterialCategory Fiber	Fiber
MaterialCategory OrganicCompound	Organic Compound
MaterialCategory Fissile	Fissile
MaterialCategory Fusile	Fusile
MaterialCategory Explosive	Explosive
MaterialCategory Optic	Optic
MaterialCategory Other	Other
BriefingSubject LevelPresets	Level Presets
BriefingSubject Overview	Overview
BriefingSubject RecommendedReading	Recommended Reading
BriefingSubject Factions	Factions
BriefingSubject CelestialBodies	Celestial Bodies
BriefingSubject AlliedBehavior	Allied Behavior
BriefingSubject EnemyBehavior	Enemy Behavior
BriefingSubject AlliedCrafts	Allied Crafts
BriefingSubject EnemyCrafts	Enemy Crafts
BriefingSubject WeaponsInUse	Weapons In Use
BriefingSubject PayloadsInUse	Ordnances In Use
BriefingSubject News	News
GuidanceAlgorithm Unguided	Unguided
GuidanceAlgorithm PurePursuit	Pure Pursuit
GuidanceAlgorithm DeviatedPursuit	Deviated Pursuit
GuidanceAlgorithm ProportionalNavigation	Proportional Navigation
GuidanceAlgorithm AugmentedProportionalNavigation	Augmented Proportional Navigation
ForceMissilePhase UseDefaultPhases	Use Default Phases
ForceMissilePhase ForceBoostPhase	Force Boost Phase
ForceMissilePhase ForceMidcoursePhase	Force Midcourse Phase
ForceMissilePhase ForceTerminalPhase	Force Terminal Phase
ShipClass Warship	Warship
ShipClass CivilianShip	Civilian Ship
ShipClass Drone	Drone
ShipClass Missile	Missile
ShipClass Payload	Payload
ShipClass Station	Station
GraphicsSetting Off	Off
GraphicsSetting Low	Low
GraphicsSetting Medium	Medium
GraphicsSetting High	High
LevelRating None	None
LevelRating Bronze	Bronze
LevelRating Silver	Silver
LevelRating Gold	Gold
MaterialClass Structural	Structural
MaterialClass Armor	Armor
MaterialClass Fluid	Fluid
MaterialClass ElectricalConductor	Electrical Conductor
MaterialClass ElectricalInsulator	Electrical Insulator
MaterialClass Dielectric	Dielectric
MaterialClass Ferromagnetic	Ferromagnetic
MaterialClass Thermoelectric	Thermoelectric
MaterialClass Combustible	Combustible
MaterialClass DelayCharge	Delay Charge
MaterialClass PyrotechnicColorant	Pyrotechnic Colorant
MaterialClass Fissile	Fissile
MaterialClass Radionuclide	Radionuclide
MaterialClass LaserMedium	Laser Medium
MaterialClass Photovoltaic	Photovoltaic
MaterialClass Optic	Optic
MaterialClass NonlinearOptic	Nonlinear Optic
MaterialClass ExcitationFluid	Excitation Fluid
MaterialClass Paint	Paint
CrewDepartment Admin	Admin
CrewDepartment Operations	Operations
CrewDepartment Engineering	Engineering
CrewDepartment Weapons	Weapons
OrderInfoTypes Cancel	Cancel
OrderInfoTypes Move	Move
OrderInfoTypes Orient	Orient
OrderInfoTypes Roll	Roll
OrderInfoTypes Homing	Homing
OrderInfoTypes Scatter	Scatter
OrderInfoTypes Broadside	Broadside
OrderInfoTypes NoseForward	Nose Forward
OrderInfoTypes Other	Other
MissilePhase Boost	Boost
MissilePhase Midcourse	Midcourse
MissilePhase Terminal	Terminal
TargetPriority AllGuns	All Guns
TargetPriority ActiveLasers	Active Lasers
TargetPriority InactiveLasers	Inactive Lasers
TargetPriority FlareLaunchers	Flare Launchers
TargetPriority OtherLaunchers	Other Launchers
TargetPriority HotRadiators	Hot Radiators
TargetPriority ColdRadiators	Cold Radiators
TargetPriority Engines	Engines
